CustomerID,Age,Gender,State,City_Tier,Tenure_Months,Plan_Type,Contract_Type,Voice_Service,Internet_Service,SMS_Pack,OTT_Subscriptions,Music_Streaming,Caller_Tune,Data_Rollover,Paperless_Billing,Payment_Method,Monthly_Charges_INR,Total_Charges_INR,Num_Support_Calls,App_Usage_Minutes,Avg_Monthly_GB_Usage,Avg_Monthly_Call_Minutes,Network_Quality,Satisfaction_Score,Churned
CUST_01555,32,Male,Rajasthan,Tier 2,35,Postpaid,Monthly Bill,Yes,4G,No,Disney+ Hotstar,Gaana,Yes,No,No,Net Banking,1189.64,41954.91,3,70.0,39.8,86.0,2,3,1
CUST_01556,39,Male,West Bengal,Tier 2,3,Postpaid,Monthly Bill,Yes,5G,No,None,JioSaavn,No,No,Yes,Debit Card,1040.08,3266.72,1,144.0,57.8,543.0,4,4,1
CUST_01557,46,Female,Karnataka,Tier 3,25,Prepaid,Annual Recharge,Yes,5G,No,None,Spotify,Yes,Yes,Yes,Credit Card,972.44,24435.62,0,21.0,50.2,716.0,2,4,0
CUST_01558,24,Male,Bihar,Tier 2,8,Prepaid,Quarterly Recharge,Yes,4G,No,Netflix,Spotify,No,No,Yes,UPI,874.54,6007.19,3,3.0,4.1,765.0,1,1,0
CUST_01559,54,Male,Tamil Nadu,Tier 1,34,Prepaid,Monthly Recharge,Yes,No Internet,No,None,JioSaavn,No,No,Yes,UPI,423.25,14480.33,1,19.0,0.0,1859.0,3,1,0
CUST_01560,31,Female,Maharashtra,Tier 2,6,Prepaid,Monthly Recharge,Yes,4G,No,None,JioSaavn,No,Yes,Yes,UPI,619.41,4022.53,1,356.0,46.7,330.0,3,4,1
CUST_01561,34,Female,West Bengal,Tier 1,27,Prepaid,Monthly Recharge,Yes,4G,No,Disney+ Hotstar,Gaana,No,No,Yes,UPI,899.39,24222.92,1,66.0,25.7,97.0,5,4,0
CUST_01562,25,Male,Punjab,Tier 3,8,Prepaid,Annual Recharge,Yes,5G,Yes,Disney+ Hotstar,Gaana,No,No,No,UPI,1159.74,10110.33,4,148.0,42.7,368.0,4,5,0
CUST_01563,18,Male,Punjab,Tier 2,1,Prepaid,Annual Recharge,Yes,4G,Yes,Prime Video,None,No,Yes,Yes,UPI,810.45,67.75,1,92.0,12.1,180.0,5,4,0
CUST_01564,46,Female,Maharashtra,Tier 2,24,Postpaid,Monthly Bill,Yes,4G,No,None,None,No,No,Yes,Net Banking,832.37,19606.95,2,13.0,21.1,162.0,2,4,0
CUST_01565,44,Female,Punjab,Tier 1,2,Prepaid,Monthly Recharge,Yes,5G,No,None,Gaana,Yes,No,Yes,UPI,916.5,1515.39,3,10.0,15.9,482.0,4,5,1
CUST_01566,31,Male,Delhi,Tier 2,25,Postpaid,Monthly Bill,Yes,4G,No,Netflix,JioSaavn,No,No,Yes,UPI,1091.86,27301.13,3,53.0,31.3,91.0,4,1,0
CUST_01567,35,Male,Maharashtra,Tier 3,62,Prepaid,Monthly Recharge,Yes,4G,Yes,None,None,Yes,Yes,No,Net Banking,638.64,39272.44,4,228.0,10.2,315.0,3,3,0
CUST_01568,41,Female,Madhya Pradesh,Tier 1,72,Postpaid,Monthly Bill,Yes,5G,No,None,None,Yes,No,Yes,Credit Card,916.35,65356.93,2,11.0,112.9,61.0,2,5,1
CUST_01569,18,Male,Punjab,Tier 2,6,Prepaid,Quarterly Recharge,Yes,4G,Yes,Netflix,Gaana,No,No,No,Debit Card,999.16,5817.07,2,56.0,85.9,886.0,4,3,0
CUST_01570,28,Female,Gujarat,Tier 3,39,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,None,No,Yes,Yes,UPI,1033.22,40802.98,2,114.0,7.3,37.0,4,3,0
CUST_01571,45,Male,Gujarat,Tier 2,10,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,JioSaavn,No,No,Yes,UPI,725.17,7628.79,1,7.0,43.4,1075.0,3,4,0
CUST_01572,18,Female,Madhya Pradesh,Tier 2,55,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,Gaana,Yes,No,No,UPI,1222.69,66900.49,1,42.0,2.7,3153.0,3,4,0
CUST_01573,38,Male,Kerala,Tier 2,37,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,None,No,Yes,No,UPI,514.3,18842.43,3,61.0,7.4,107.0,5,4,0
CUST_01574,18,Male,Punjab,Tier 2,1,Postpaid,Monthly Bill,Yes,No Internet,No,Disney+ Hotstar,JioSaavn,No,No,No,Credit Card,822.94,434.12,2,9.0,0.0,39.0,5,3,1
CUST_01575,41,Female,Gujarat,Tier 1,12,Postpaid,Monthly Bill,Yes,5G,No,Netflix,Gaana,No,No,No,Credit Card,1279.1,14718.47,3,85.0,36.6,13.0,4,2,1
CUST_01576,34,Male,Bihar,Tier 1,9,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,Spotify,Yes,No,No,UPI,721.76,6709.33,1,107.0,62.7,63.0,4,5,0
CUST_01577,18,Female,Bihar,Tier 2,36,Prepaid,Monthly Recharge,Yes,5G,Yes,None,None,Yes,Yes,No,Credit Card,826.17,29101.56,1,82.0,13.2,987.0,2,3,1
CUST_01578,50,Male,Maharashtra,Tier 3,12,Prepaid,Monthly Recharge,Yes,4G,No,None,None,No,No,Yes,Net Banking,614.07,7700.27,6,6.0,13.8,524.0,2,5,1
CUST_01579,25,Male,Madhya Pradesh,Tier 1,27,Postpaid,Monthly Bill,Yes,4G,No,Disney+ Hotstar,Spotify,No,No,No,Credit Card,1153.86,32063.54,1,1.0,12.4,39.0,4,3,0
CUST_01580,24,Male,West Bengal,Tier 1,22,Postpaid,Monthly Bill,Yes,5G,No,Disney+ Hotstar,None,No,Yes,Yes,Net Banking,1367.9,30281.64,1,128.0,17.9,1302.0,5,5,0
CUST_01581,37,Female,Tamil Nadu,Tier 2,72,Prepaid,Monthly Recharge,Yes,5G,Yes,Multiple,Gaana,No,No,Yes,UPI,1346.96,97292.5,2,54.0,32.2,426.0,4,3,0
CUST_01582,49,Male,Gujarat,Tier 3,66,Prepaid,Quarterly Recharge,No,4G,Yes,None,None,Yes,Yes,Yes,UPI,570.25,37933.64,2,67.0,28.0,0.0,4,4,0
CUST_01583,21,Male,Maharashtra,Tier 1,13,Postpaid,Monthly Bill,Yes,4G,Yes,Disney+ Hotstar,None,No,Yes,Yes,Net Banking,1123.2,14357.27,2,190.0,12.7,500.0,3,5,0
CUST_01584,35,Male,West Bengal,Tier 3,30,Prepaid,Monthly Recharge,Yes,4G,Yes,None,Gaana,No,Yes,No,Debit Card,670.29,20293.69,2,66.0,41.1,188.0,2,3,1
CUST_01585,40,Female,Punjab,Tier 1,42,Prepaid,Quarterly Recharge,Yes,4G,No,Prime Video,Gaana,No,Yes,No,Credit Card,776.45,32767.08,3,23.0,22.2,28.0,5,2,0
CUST_01586,44,Female,Karnataka,Tier 3,54,Prepaid,Quarterly Recharge,Yes,4G,Yes,Disney+ Hotstar,None,Yes,No,Yes,Debit Card,930.85,49952.95,3,47.0,7.9,7.0,3,2,0
CUST_01587,37,Male,Uttar Pradesh,Tier 2,1,Postpaid,Annual Contract,Yes,5G,No,Prime Video,None,Yes,Yes,Yes,Net Banking,1255.03,-3.13,1,53.0,17.4,376.0,3,3,1
CUST_01588,30,Male,Haryana,Tier 2,8,Prepaid,Monthly Recharge,Yes,4G,No,None,JioSaavn,No,No,Yes,Debit Card,629.32,4510.6,1,92.0,82.9,279.0,4,1,1
CUST_01589,24,Female,Uttar Pradesh,Tier 2,9,Postpaid,Annual Contract,Yes,4G,Yes,Prime Video,None,No,No,Yes,UPI,1004.94,8573.42,1,35.0,23.1,347.0,4,5,0
CUST_01590,36,Male,Tamil Nadu,Tier 3,13,Prepaid,Monthly Recharge,Yes,4G,No,Disney+ Hotstar,None,No,No,No,Cash/Cheque,836.14,11120.32,2,146.0,17.4,1328.0,4,4,0
CUST_01591,21,Female,Uttar Pradesh,Tier 1,4,Prepaid,Annual Recharge,Yes,5G,No,Netflix,JioSaavn,No,No,Yes,UPI,1059.08,3496.87,0,61.0,10.6,935.0,2,4,1
CUST_01592,18,Female,West Bengal,Tier 1,16,Prepaid,Monthly Recharge,Yes,4G,No,None,Spotify,No,No,Yes,Debit Card,706.1,12233.06,2,63.0,19.0,177.0,3,4,0
CUST_01593,40,Female,Rajasthan,Tier 2,26,Postpaid,Annual Contract,Yes,4G,No,None,JioSaavn,Yes,No,Yes,UPI,884.75,23818.12,3,114.0,2.1,153.0,5,4,0
CUST_01594,46,Male,Madhya Pradesh,Tier 3,16,Prepaid,Annual Recharge,Yes,4G,Yes,None,None,No,No,Yes,UPI,569.23,9633.77,4,7.0,12.8,134.0,3,1,1
CUST_01595,18,Female,Uttar Pradesh,Tier 3,26,Prepaid,Quarterly Recharge,Yes,5G,No,Netflix,Gaana,Yes,Yes,Yes,Debit Card,1158.3,29860.76,4,175.0,75.5,1129.0,4,4,0
CUST_01596,21,Female,Madhya Pradesh,Tier 2,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Prime Video,Spotify,No,No,Yes,Debit Card,847.75,-191.53,3,17.0,14.1,955.0,5,3,0
CUST_01597,43,Female,West Bengal,Tier 2,50,Prepaid,Quarterly Recharge,Yes,4G,No,Disney+ Hotstar,Gaana,Yes,No,Yes,UPI,1011.84,51008.09,2,32.0,46.1,1106.0,3,2,0
CUST_01598,61,Male,Tamil Nadu,Tier 1,67,Postpaid,Monthly Bill,Yes,4G,No,None,Spotify,No,No,No,Debit Card,774.47,51515.55,0,8.0,1.0,105.0,3,4,1
CUST_01599,35,Male,Rajasthan,Tier 3,23,Prepaid,Monthly Recharge,Yes,4G,Yes,Disney+ Hotstar,None,No,No,No,UPI,963.24,22548.29,1,51.0,3.7,254.0,3,3,0
CUST_01600,25,Male,Telangana,Tier 3,51,Postpaid,Monthly Bill,Yes,4G,Yes,None,Spotify,No,No,No,Cash/Cheque,1029.23,52791.34,3,33.0,33.1,175.0,4,3,1
CUST_01601,32,Male,Gujarat,Tier 2,3,Postpaid,Monthly Bill,Yes,4G,Yes,Prime Video,None,No,No,No,Net Banking,977.65,2712.93,2,19.0,34.1,156.0,4,4,0
CUST_01602,52,Female,Maharashtra,Tier 2,38,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,Gaana,No,Yes,Yes,UPI,647.7,24002.52,5,16.0,26.0,41.0,3,2,1
CUST_01603,26,Male,Karnataka,Tier 3,3,Postpaid,Monthly Bill,Yes,5G,No,Disney+ Hotstar,None,Yes,No,Yes,UPI,1317.38,4045.73,1,12.0,95.3,734.0,3,3,1
CUST_01604,24,Male,Delhi,Tier 3,12,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,JioSaavn,No,No,Yes,UPI,1103.54,12457.63,4,5.0,18.8,141.0,4,3,1
CUST_01605,28,Male,Delhi,Tier 2,9,Prepaid,Quarterly Recharge,Yes,5G,Yes,Multiple,Spotify,No,No,No,UPI,1456.07,13245.19,6,19.0,48.6,173.0,4,2,1
CUST_01606,22,Female,Rajasthan,Tier 2,21,Prepaid,Quarterly Recharge,Yes,4G,Yes,Netflix,None,No,No,Yes,Net Banking,769.04,16384.92,3,0.0,7.9,372.0,3,2,1
CUST_01607,36,Female,Maharashtra,Tier 2,8,Postpaid,Annual Contract,Yes,No Internet,Yes,None,JioSaavn,No,Yes,Yes,UPI,532.15,3927.44,2,7.0,0.0,1042.0,4,3,0
CUST_01608,56,Male,Kerala,Tier 2,24,Prepaid,Quarterly Recharge,Yes,No Internet,Yes,None,None,No,Yes,Yes,UPI,315.19,6812.99,2,272.0,0.0,515.0,4,1,1
CUST_01609,39,Male,Delhi,Tier 2,10,Prepaid,Monthly Recharge,Yes,5G,Yes,Multiple,None,No,Yes,Yes,UPI,1279.17,13605.83,0,41.0,44.8,412.0,3,4,0
CUST_01610,31,Male,Tamil Nadu,Tier 1,47,Postpaid,Monthly Bill,Yes,No Internet,No,Multiple,JioSaavn,No,Yes,No,Debit Card,960.55,44878.45,0,200.0,0.0,40.0,3,4,0
CUST_01611,31,Female,West Bengal,Tier 2,24,Postpaid,Monthly Bill,Yes,4G,No,Netflix,None,Yes,No,No,Net Banking,1027.02,24544.84,1,41.0,12.9,391.0,4,5,0
CUST_01612,18,Female,Karnataka,Tier 2,5,Prepaid,Quarterly Recharge,Yes,5G,No,Multiple,Gaana,No,Yes,No,Net Banking,1301.8,7054.71,2,121.0,12.5,124.0,4,4,0
CUST_01613,46,Female,Punjab,Tier 2,9,Prepaid,Quarterly Recharge,Yes,4G,Yes,Multiple,None,Yes,Yes,Yes,Cash/Cheque,1066.46,9313.99,2,96.0,8.1,408.0,4,5,0
CUST_01614,33,Male,Maharashtra,Tier 1,45,Prepaid,Monthly Recharge,No,5G,Yes,Disney+ Hotstar,Spotify,No,No,No,UPI,1125.24,50255.05,0,14.0,61.1,0.0,2,1,0
CUST_01615,32,Female,Uttar Pradesh,Tier 3,11,Prepaid,Monthly Recharge,Yes,4G,No,None,None,No,No,Yes,UPI,535.62,6896.88,0,50.0,48.1,32.0,3,4,0
CUST_01616,75,Male,Madhya Pradesh,Tier 2,18,Prepaid,Quarterly Recharge,No,4G,Yes,Prime Video,Gaana,No,Yes,No,Cash/Cheque,741.25,12976.17,3,10.0,5.8,0.0,2,2,1
CUST_01617,38,Female,Gujarat,Tier 1,25,Prepaid,Annual Recharge,Yes,No Internet,No,Prime Video,Gaana,No,No,Yes,UPI,447.31,11791.16,1,42.0,0.0,324.0,5,4,0
CUST_01618,25,Male,Delhi,Tier 2,10,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,None,No,No,Yes,Credit Card,969.14,9767.91,1,27.0,63.3,132.0,3,3,0
CUST_01619,29,Female,Uttar Pradesh,Tier 3,8,Postpaid,Monthly Bill,Yes,5G,Yes,None,Gaana,Yes,No,Yes,UPI,1253.73,10095.79,1,77.0,0.5,177.0,5,2,0
CUST_01620,49,Female,Telangana,Tier 3,15,Prepaid,Quarterly Recharge,Yes,5G,Yes,Netflix,Gaana,Yes,No,Yes,Debit Card,1129.8,16693.73,0,109.0,16.0,385.0,5,5,0
CUST_01621,36,Female,Bihar,Tier 1,5,Prepaid,Quarterly Recharge,Yes,4G,No,Multiple,JioSaavn,No,No,No,Net Banking,1048.14,5140.91,4,196.0,23.8,455.0,2,4,0
CUST_01622,18,Female,Punjab,Tier 3,8,Prepaid,Quarterly Recharge,Yes,4G,No,Disney+ Hotstar,None,Yes,Yes,Yes,Credit Card,942.34,8432.29,2,4.0,4.0,267.0,4,4,0
CUST_01623,46,Male,Tamil Nadu,Tier 1,1,Prepaid,Monthly Recharge,Yes,4G,No,None,None,Yes,Yes,Yes,Debit Card,577.65,1005.25,3,109.0,28.9,298.0,4,2,1
CUST_01624,26,Male,Bihar,Tier 3,8,Prepaid,Quarterly Recharge,Yes,No Internet,Yes,Multiple,Spotify,No,Yes,Yes,UPI,863.6,6227.44,4,11.0,0.0,45.0,4,4,0
CUST_01625,59,Female,Maharashtra,Tier 1,9,Prepaid,Quarterly Recharge,Yes,No Internet,No,None,None,Yes,No,No,Debit Card,293.72,2147.77,2,162.0,0.0,64.0,2,5,1
CUST_01626,49,Male,Maharashtra,Tier 1,72,Prepaid,Quarterly Recharge,Yes,5G,Yes,Disney+ Hotstar,JioSaavn,No,Yes,Yes,UPI,1272.27,91794.91,2,84.0,2.9,94.0,5,5,0
CUST_01627,29,Male,Madhya Pradesh,Tier 2,21,Prepaid,Quarterly Recharge,Yes,5G,No,None,None,No,No,Yes,UPI,683.57,14674.35,4,186.0,75.6,302.0,4,3,0
CUST_01628,51,Male,Karnataka,Tier 2,37,Prepaid,Monthly Recharge,Yes,4G,No,None,None,Yes,No,Yes,UPI,652.97,24543.24,3,11.0,23.0,218.0,1,5,1
CUST_01629,35,Female,Maharashtra,Tier 2,1,Prepaid,Annual Recharge,Yes,4G,Yes,None,JioSaavn,No,Yes,Yes,UPI,736.26,697.86,2,53.0,24.1,338.0,3,4,0
CUST_01630,46,Male,Delhi,Tier 3,2,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,JioSaavn,No,Yes,Yes,Debit Card,702.87,981.05,1,54.0,0.4,76.0,5,3,1
CUST_01631,41,Male,Uttar Pradesh,Tier 3,40,Prepaid,Monthly Recharge,Yes,5G,No,Multiple,None,No,No,Yes,Cash/Cheque,1157.3,45887.0,3,108.0,88.6,1377.0,3,4,0
CUST_01632,23,Male,Telangana,Tier 2,23,Prepaid,Annual Recharge,Yes,4G,No,Disney+ Hotstar,None,No,No,Yes,Debit Card,836.66,18092.89,2,280.0,47.3,382.0,3,4,0
CUST_01633,26,Male,Rajasthan,Tier 2,5,Prepaid,Annual Recharge,Yes,5G,No,None,Spotify,Yes,No,Yes,Debit Card,881.12,5222.38,4,1.0,22.3,55.0,4,2,0
CUST_01634,48,Female,Delhi,Tier 1,12,Postpaid,Annual Contract,Yes,5G,No,Disney+ Hotstar,Spotify,No,No,Yes,Debit Card,1438.44,15946.65,2,84.0,24.9,185.0,2,4,0
CUST_01635,30,Female,West Bengal,Tier 1,18,Prepaid,Monthly Recharge,Yes,4G,No,Netflix,Gaana,No,Yes,Yes,Credit Card,919.75,16434.78,1,3.0,8.6,1569.0,4,4,0
CUST_01636,29,Female,Haryana,Tier 2,44,Postpaid,Monthly Bill,Yes,4G,No,None,JioSaavn,No,No,Yes,UPI,829.61,35617.08,1,44.0,10.0,1357.0,3,4,0
CUST_01637,22,Male,Madhya Pradesh,Tier 1,1,Postpaid,Annual Contract,Yes,4G,No,Disney+ Hotstar,Gaana,Yes,No,No,Net Banking,1278.47,986.26,1,151.0,16.2,29.0,3,5,0
CUST_01638,40,Female,Tamil Nadu,Tier 2,21,Postpaid,Annual Contract,Yes,5G,Yes,Prime Video,Gaana,No,No,No,UPI,1325.55,28124.65,4,66.0,3.1,711.0,2,3,0
CUST_01639,61,Male,Bihar,Tier 2,30,Prepaid,Monthly Recharge,No,4G,Yes,None,None,No,Yes,Yes,Net Banking,523.57,14563.82,1,152.0,2.0,0.0,3,3,0
CUST_01640,21,Male,Telangana,Tier 1,72,Postpaid,Annual Contract,Yes,4G,No,None,Spotify,No,No,Yes,UPI,834.94,60291.98,2,82.0,42.4,82.0,4,4,0
CUST_01641,35,Female,Maharashtra,Tier 2,39,Postpaid,Annual Contract,Yes,5G,No,None,None,Yes,No,No,UPI,951.14,37530.2,0,189.0,17.8,717.0,5,4,0
CUST_01642,53,Female,Maharashtra,Tier 1,7,Prepaid,Annual Recharge,No,4G,No,Multiple,None,Yes,Yes,Yes,UPI,957.13,6491.29,1,126.0,97.3,0.0,4,3,0
CUST_01643,33,Female,Karnataka,Tier 2,29,Prepaid,Monthly Recharge,Yes,4G,No,Netflix,None,No,No,No,Cash/Cheque,768.19,23647.19,1,103.0,2.3,48.0,4,4,0
CUST_01644,40,Female,Telangana,Tier 3,34,Postpaid,Monthly Bill,Yes,5G,No,None,Spotify,No,Yes,No,UPI,1029.47,33879.48,3,109.0,103.7,753.0,5,3,0
CUST_01645,21,Male,Karnataka,Tier 2,31,Prepaid,Monthly Recharge,Yes,5G,Yes,None,Gaana,Yes,Yes,Yes,Debit Card,984.7,29669.24,3,67.0,39.4,569.0,3,5,0
CUST_01646,40,Male,West Bengal,Tier 1,41,Prepaid,Monthly Recharge,Yes,5G,Yes,Prime Video,None,No,No,No,Credit Card,987.17,40322.39,3,151.0,13.8,3.0,5,5,0
CUST_01647,32,Female,Maharashtra,Tier 2,56,Postpaid,Monthly Bill,Yes,4G,Yes,None,None,No,No,Yes,UPI,820.9,45828.97,2,50.0,7.7,117.0,3,3,0
CUST_01648,47,Male,Haryana,Tier 1,2,Prepaid,Monthly Recharge,Yes,4G,No,Netflix,None,No,Yes,No,Debit Card,802.64,1662.52,3,5.0,77.8,126.0,3,3,1
CUST_01649,50,Male,Tamil Nadu,Tier 2,2,Prepaid,Quarterly Recharge,Yes,5G,Yes,Disney+ Hotstar,None,No,No,Yes,UPI,1140.33,2744.8,2,111.0,15.5,246.0,4,3,0
CUST_01650,68,Female,Haryana,Tier 2,38,Prepaid,Quarterly Recharge,Yes,4G,Yes,Netflix,Spotify,No,No,Yes,Net Banking,817.01,30418.41,1,107.0,18.7,105.0,2,4,0
CUST_01651,42,Female,Haryana,Tier 2,6,Prepaid,Monthly Recharge,Yes,No Internet,No,None,JioSaavn,Yes,Yes,Yes,Cash/Cheque,417.1,1823.52,2,12.0,0.0,703.0,3,4,0
CUST_01652,39,Male,Maharashtra,Tier 3,1,Postpaid,Monthly Bill,Yes,4G,Yes,Netflix,None,Yes,Yes,Yes,UPI,1030.4,683.15,3,23.0,5.8,484.0,4,4,1
CUST_01653,37,Female,Uttar Pradesh,Tier 2,12,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,Gaana,No,No,Yes,UPI,1076.64,13435.15,2,22.0,5.0,12.0,4,4,0
CUST_01654,30,Female,Maharashtra,Tier 1,41,Postpaid,Monthly Bill,Yes,4G,No,None,JioSaavn,No,No,Yes,UPI,851.61,35320.75,1,72.0,6.1,491.0,4,4,0
CUST_01655,39,Female,Haryana,Tier 1,3,Prepaid,Monthly Recharge,Yes,No Internet,No,Disney+ Hotstar,Gaana,No,Yes,No,Net Banking,632.69,1863.18,2,65.0,0.0,1209.0,2,3,1
CUST_01656,31,Male,West Bengal,Tier 3,26,Prepaid,Quarterly Recharge,Yes,5G,Yes,Prime Video,Spotify,No,No,Yes,Debit Card,1084.34,27938.47,2,10.0,45.8,272.0,3,5,0
CUST_01657,37,Male,Maharashtra,Tier 1,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Prime Video,Spotify,No,Yes,No,Cash/Cheque,876.96,800.56,2,46.0,4.7,80.0,4,3,1
CUST_01658,52,Male,Maharashtra,Tier 2,2,Prepaid,Monthly Recharge,Yes,5G,No,Disney+ Hotstar,Spotify,No,Yes,No,UPI,1182.38,2545.79,2,2.0,1.5,849.0,4,2,0
CUST_01659,21,Male,Tamil Nadu,Tier 2,10,Postpaid,Annual Contract,Yes,4G,Yes,Multiple,JioSaavn,No,No,Yes,UPI,1272.41,12773.59,2,14.0,31.8,431.0,1,5,1
CUST_01660,49,Male,Haryana,Tier 2,2,Prepaid,Quarterly Recharge,Yes,4G,No,None,None,No,Yes,Yes,UPI,559.19,414.23,0,6.0,82.7,223.0,4,4,0
CUST_01661,52,Male,Telangana,Tier 3,44,Postpaid,Monthly Bill,Yes,4G,Yes,Disney+ Hotstar,Gaana,No,Yes,No,Cash/Cheque,1196.57,51909.99,3,54.0,19.7,213.0,2,1,0
CUST_01662,33,Male,Punjab,Tier 2,47,Prepaid,Monthly Recharge,Yes,4G,No,None,None,No,Yes,No,UPI,662.58,31011.92,3,5.0,11.3,133.0,2,4,1
CUST_01663,18,Female,Tamil Nadu,Tier 2,33,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,None,Yes,Yes,Yes,UPI,532.14,17923.07,4,242.0,0.8,45.0,5,4,0
CUST_01664,27,Male,Maharashtra,Tier 3,6,Prepaid,Monthly Recharge,Yes,4G,Yes,None,Spotify,No,No,Yes,Debit Card,745.1,3940.19,4,79.0,21.1,823.0,5,4,0
CUST_01665,51,Female,Bihar,Tier 2,17,Postpaid,Monthly Bill,Yes,4G,No,None,Spotify,No,No,Yes,UPI,870.67,15005.13,2,118.0,9.9,1634.0,4,4,0
CUST_01666,34,Female,Maharashtra,Tier 2,4,Prepaid,Monthly Recharge,Yes,4G,No,None,Gaana,No,No,Yes,UPI,687.32,1855.0,1,42.0,26.2,1167.0,4,3,1
CUST_01667,22,Male,Haryana,Tier 2,7,Prepaid,Annual Recharge,Yes,4G,No,None,None,Yes,Yes,Yes,UPI,557.63,3938.95,2,239.0,77.9,74.0,4,5,0
CUST_01668,28,Female,Tamil Nadu,Tier 2,17,Prepaid,Monthly Recharge,Yes,No Internet,Yes,None,JioSaavn,Yes,Yes,Yes,Cash/Cheque,444.97,7173.68,2,119.0,0.0,217.0,5,4,0
CUST_01669,45,Female,Maharashtra,Tier 3,31,Prepaid,Monthly Recharge,Yes,5G,No,Disney+ Hotstar,JioSaavn,Yes,No,Yes,UPI,1185.27,35698.42,1,30.0,44.0,138.0,4,3,0
CUST_01670,42,Male,Telangana,Tier 1,2,Prepaid,Annual Recharge,Yes,No Internet,No,None,Gaana,No,Yes,No,UPI,525.8,778.38,1,10.0,0.0,168.0,5,1,1
CUST_01671,31,Female,Bihar,Tier 1,8,Prepaid,Monthly Recharge,Yes,4G,Yes,None,JioSaavn,No,Yes,No,Net Banking,683.54,4836.66,1,49.0,22.5,156.0,3,4,1
CUST_01672,30,Male,Bihar,Tier 3,62,Postpaid,Monthly Bill,Yes,4G,Yes,Netflix,None,No,Yes,No,UPI,959.75,59366.25,3,64.0,32.5,1060.0,2,4,0
CUST_01673,29,Female,Karnataka,Tier 2,13,Prepaid,Monthly Recharge,No,5G,Yes,None,Gaana,No,Yes,Yes,Debit Card,899.05,11893.97,3,61.0,17.6,0.0,5,5,0
CUST_01674,23,Male,Karnataka,Tier 1,67,Prepaid,Monthly Recharge,Yes,5G,Yes,Disney+ Hotstar,JioSaavn,Yes,No,No,Net Banking,1245.19,83656.13,1,226.0,4.9,17.0,4,3,0
CUST_01675,55,Female,Gujarat,Tier 2,72,Prepaid,Quarterly Recharge,Yes,4G,No,Disney+ Hotstar,Spotify,No,Yes,Yes,UPI,973.7,69117.85,1,95.0,0.1,307.0,4,4,0
CUST_01676,30,Male,Rajasthan,Tier 3,17,Prepaid,Annual Recharge,Yes,5G,Yes,Disney+ Hotstar,Spotify,No,No,No,Net Banking,1254.35,21611.47,2,50.0,19.2,434.0,3,4,0
CUST_01677,50,Female,Telangana,Tier 3,8,Prepaid,Monthly Recharge,Yes,5G,Yes,Disney+ Hotstar,JioSaavn,No,No,Yes,Cash/Cheque,1201.84,9821.19,2,100.0,61.4,113.0,2,4,1
CUST_01678,54,Male,Karnataka,Tier 2,37,Postpaid,Monthly Bill,Yes,5G,Yes,Multiple,None,No,No,Yes,Credit Card,1429.04,52662.64,3,34.0,33.5,25.0,5,4,0
CUST_01679,47,Female,Bihar,Tier 1,4,Postpaid,Monthly Bill,Yes,5G,Yes,None,JioSaavn,No,Yes,No,Cash/Cheque,1105.62,3788.33,0,128.0,6.0,31.0,2,1,1
CUST_01680,29,Female,Rajasthan,Tier 3,6,Prepaid,Monthly Recharge,Yes,No Internet,Yes,Multiple,Gaana,No,Yes,Yes,Cash/Cheque,806.96,4637.69,4,171.0,0.0,535.0,4,5,0
CUST_01681,40,Male,Madhya Pradesh,Tier 2,36,Prepaid,Quarterly Recharge,Yes,No Internet,Yes,Disney+ Hotstar,None,No,Yes,Yes,Credit Card,526.38,19755.3,3,235.0,0.0,182.0,5,2,0
CUST_01682,34,Female,West Bengal,Tier 3,13,Postpaid,Monthly Bill,Yes,4G,Yes,None,Spotify,No,No,Yes,UPI,856.85,11437.32,1,3.0,65.0,332.0,4,1,0
CUST_01683,23,Male,Uttar Pradesh,Tier 1,5,Postpaid,Monthly Bill,Yes,4G,No,Netflix,None,No,Yes,No,Debit Card,830.91,4640.81,1,27.0,48.9,152.0,4,4,0
CUST_01684,39,Female,Bihar,Tier 1,25,Prepaid,Monthly Recharge,Yes,4G,Yes,None,None,Yes,Yes,No,UPI,611.78,14800.04,2,14.0,25.0,675.0,3,2,0
CUST_01685,19,Male,Gujarat,Tier 2,31,Prepaid,Annual Recharge,Yes,4G,No,None,JioSaavn,No,Yes,No,UPI,624.0,19077.74,0,88.0,6.2,39.0,4,1,0
CUST_01686,50,Female,Punjab,Tier 1,3,Postpaid,Monthly Bill,No,4G,No,None,Gaana,No,No,No,Credit Card,779.18,1689.06,1,24.0,50.9,0.0,1,3,1
